cust_id,age,gender,account_type,mob,state,"wallet_segment(15,50,+)",avg_monthly_balance,avg_monthly_spend,total_balance,credit_score,invested_products
37738,28,Female,Checking,27,MN,HW,100,129,213,>=670 & <740,1
37739,55,Male,Investment,23,WS,HW,16801,17710,31784,>=740,5
37740,25,Male,Checking,48,MS,MW,30083,36026,6311,>=740,3
37741,60,Male,Checking,48,MS,MW,55219,52967,223128,>=740,0
37742,26,Male,Investment,85,WS,MW,47943,47416,145410,>=740,5
37743,32,Female,Checking,25,FL,LW,20804,12863,7941,>=740,2
37744,74,Female,Investment,18,MN,LW,39003,26329,142357,>=620 & <670,0
37745,54,Male,Checking,71,LS,HW,8911,12601,3062,>=740,4
37746,70,Female,Investment,20,NJ,HW,31858,38254,6274,>=670 & <740,3
37747,52,Female,Checking,79,CA,LW,28439,34926,135708,>=670 & <740,4
37748,65,Male,Investment,20,WS,HW,65107,39645,11279,>=670 & <740,1
37749,74,Male,Investment,14,LS,HW,42338,32044,41176,>=670 & <740,1
37750,36,Female,Checking,48,FL,MW,10730,8131,7797,>=740,3
37751,41,Male,Checking,14,LS,HW,10986,8195,5582,>=740,0
37752,26,Male,Investment,38,TX,HW,21672,25766,-29860,>=740,0
37753,62,Male,Checking,78,LS,MW,100,142,-42,>=670 & <740,2
37754,59,Female,Investment,36,KT,MW,24249,18124,66873,>=740,1
37755,64,Female,Saving,41,LS,MW,26408,26353,52871,>=740,3
37756,52,Female,Checking,72,KT,MW,41663,45186,-55755,>=740,0
37757,27,Male,Saving,42,TX,MW,45303,62853,-70200,>=670 & <740,4
37758,25,Female,Checking,10,WS,LW,32472,48427,-112809,>=620 & <670,2
37759,33,Male,Checking,63,CA,LW,100,95,505,>=740,2
37760,70,Female,Saving,5,TX,MW,100,75,-25,>=740,5
37761,54,Female,Investment,92,CA,HW,14872,17164,-24040,>=740,5
37762,46,Male,Investment,2,CA,LW,46307,29121,248721,>=620 & <670,5
37763,25,Male,Saving,65,NJ,MW,45463,52070,-26428,>=740,5
37764,22,Male,Checking,30,LS,HW,23764,16515,54777,>=670 & <740,5
37765,32,Female,Checking,25,MN,MW,88993,96722,147070,>=670 & <740,3
37766,65,Female,Checking,30,CA,MW,69039,75338,-156975,>=670 & <740,1
37767,57,Male,Saving,92,NJ,HW,60997,80236,41758,>=670 & <740,2
37768,35,Male,Checking,94,WS,MW,47516,42068,105928,>=670 & <740,1
37769,20,Female,Saving,33,MS,HW,41463,25278,223500,>=740,0
37770,59,Male,Checking,13,MN,LW,39639,54636,64281,>=740,2
37771,37,Female,Checking,23,MS,LW,100,130,270,>=620 & <670,1
37772,43,Male,Investment,18,TX,LW,3717,2766,19536,>=670 & <740,1
37773,59,Female,Investment,81,TX,LW,24446,32806,-8994,>=620 & <670,0
37774,47,Male,Checking,49,LS,MW,33196,21915,44477,>=620 & <670,4
37775,31,Male,Saving,5,NJ,MW,26888,31328,-8880,>=740,5
37776,47,Female,Investment,7,KT,LW,36806,34466,82972,>=740,0
37777,36,Male,Investment,78,KT,LW,100,71,-84,>=740,2
37778,67,Male,Saving,4,WS,LW,42641,55189,72734,>=620 & <670,1
37779,44,Male,Checking,90,LS,MW,31553,38247,-6694,>=670 & <740,1
37780,66,Male,Investment,89,CA,MW,25313,25381,-50830,>=670 & <740,4
37781,38,Female,Saving,85,TX,HW,53182,59827,206083,>=670 & <740,1
37782,18,Male,Saving,41,LS,HW,3861,2990,5603,>=620 & <670,3
37783,72,Female,Checking,47,NE,HW,24077,28305,87852,>=670 & <740,4
37784,51,Female,Saving,58,NJ,LW,37110,47796,-79854,>=740,4
37785,57,Male,Investment,89,KT,MW,8674,7318,14098,>=670 & <740,4
37786,45,Female,Investment,77,KT,LW,100,63,137,>=620 & <670,0
37787,25,Female,Saving,79,MS,LW,1173,1723,5315,>=670 & <740,0
37788,49,Female,Checking,49,NJ,MW,28381,22164,91360,>=620 & <670,1
37789,63,Female,Investment,36,LS,MW,23774,18457,68816,>=740,3
37790,36,Female,Investment,32,NE,MW,29543,29120,89052,>=620 & <670,5
37791,32,Male,Investment,59,MN,HW,13518,17604,-4086,>=620 & <670,3
37792,30,Male,Saving,45,NE,HW,100,115,-160,>=620 & <670,0
37793,39,Male,Investment,67,NE,HW,33425,20460,126205,>=670 & <740,0
37794,23,Female,Saving,91,MS,MW,25836,17362,85568,>=740,4
37795,26,Male,Saving,43,NJ,LW,45945,65085,-57420,>=620 & <670,1
37796,35,Male,Saving,57,MS,MW,11307,16455,1011,>=620 & <670,3
37797,57,Male,Saving,29,FL,HW,100,92,232,>=740,1
37798,56,Female,Saving,22,TX,HW,100,83,134,>=670 & <740,4
37799,34,Female,Investment,92,NE,MW,19963,29818,-39673,>=670 & <740,1
37800,68,Male,Checking,37,MN,MW,33197,24074,108714,>=670 & <740,5
37801,58,Male,Investment,97,KT,HW,24192,32270,32228,>=670 & <740,4
37802,55,Male,Checking,70,WS,HW,15871,13343,55197,>=740,5
37803,69,Male,Checking,48,KT,MW,100,104,396,>=740,3
37804,31,Male,Checking,23,NJ,LW,100,108,392,>=670 & <740,5
37805,73,Female,Checking,36,MS,MW,39181,47258,31104,>=740,3
37806,73,Male,Checking,85,KT,LW,24309,32852,-41395,>=620 & <670,0
37807,18,Female,Saving,33,TX,HW,20912,27589,-6677,>=740,4
37808,19,Male,Saving,19,MN,HW,100,135,-340,>=670 & <740,0
37809,35,Female,Checking,4,WS,MW,5843,8350,4165,>=740,2
37810,26,Male,Investment,5,MN,LW,31127,31090,62291,>=740,2
37811,24,Male,Saving,36,TX,MW,37115,40545,67370,>=670 & <740,2
37812,65,Female,Checking,99,NE,HW,25893,26882,23915,>=740,0
37813,20,Female,Saving,38,WS,LW,64481,46329,294228,>=740,3
37814,55,Female,Saving,37,MN,HW,15612,9996,48072,>=620 & <670,3
37815,28,Male,Saving,26,CA,HW,62171,86243,162441,>=740,2
37816,50,Female,Checking,3,CA,MW,35421,25999,134529,>=740,3
37817,68,Male,Investment,52,TX,HW,32703,23630,-29114,>=740,0
37818,59,Female,Saving,80,CA,HW,53313,76494,-69543,>=670 & <740,0
37819,18,Female,Investment,4,KT,LW,14396,20432,10684,>=740,3
37820,38,Female,Checking,1,CA,LW,21769,20070,46936,>=740,1
37821,56,Male,Saving,74,MN,HW,100,77,369,>=670 & <740,4
37822,72,Male,Investment,25,MS,MW,53380,72903,193997,>=670 & <740,1
37823,70,Female,Checking,8,FL,MW,38387,23257,145421,>=740,4
37824,62,Female,Checking,24,TX,MW,57444,51350,75726,>=740,5
37825,67,Female,Saving,90,WS,MW,35121,46701,164025,>=620 & <670,4
37826,19,Male,Checking,7,NJ,MW,57576,68823,35082,>=740,4
37827,55,Female,Saving,94,MS,LW,11317,12623,-5224,>=740,1
37828,73,Male,Checking,52,MS,LW,54680,43141,241798,>=740,0
37829,53,Male,Investment,93,NJ,LW,20054,27439,-69648,>=670 & <740,5
37830,44,Male,Checking,30,FL,HW,30063,28167,92085,>=670 & <740,1
37831,55,Male,Checking,48,KT,HW,48208,30721,118156,>=620 & <670,4
37832,70,Female,Checking,19,MS,HW,88196,62821,378159,>=740,4
37833,63,Male,Saving,18,NJ,LW,50501,71731,-63690,>=740,0
37834,33,Female,Checking,11,WS,LW,52858,45548,226052,>=740,0
37835,18,Female,Saving,18,MN,MW,16365,15687,49773,>=740,4
37836,22,Female,Checking,22,FL,LW,33924,20384,183160,>=620 & <670,0
37837,69,Female,Investment,24,TX,LW,27603,20077,97861,>=670 & <740,5
37838,27,Female,Saving,13,MS,HW,65191,93053,-148777,>=740,4
37839,48,Male,Saving,11,MS,LW,26351,24655,-47614,>=740,1
37840,65,Female,Checking,87,NE,HW,63213,78483,-124293,>=670 & <740,3
37841,47,Male,Saving,87,CA,LW,100,97,212,>=620 & <670,2
37842,46,Female,Saving,2,NE,MW,64969,69329,-13080,>=670 & <740,3
37843,51,Female,Checking,50,WS,LW,8464,8055,18564,>=740,0
37844,33,Male,Saving,88,MN,LW,51347,57569,96472,>=740,4
37845,30,Male,Checking,43,MN,HW,8391,11514,-9369,>=670 & <740,3
37846,63,Female,Investment,47,MS,HW,45458,45755,44567,>=740,4
37847,49,Female,Investment,68,NJ,MW,5935,5268,14538,>=740,4
37848,66,Male,Saving,88,LS,LW,55912,76384,14968,>=740,5
37849,22,Female,Saving,62,NJ,MW,51131,38026,230734,>=670 & <740,0
37850,30,Male,Saving,90,LS,MW,14982,12901,23306,>=740,1
37851,48,Male,Saving,23,MN,LW,44452,43175,2554,>=670 & <740,0
37852,64,Female,Saving,78,FL,LW,53685,74583,32787,>=740,1
37853,57,Female,Checking,84,NE,HW,6917,4214,-5725,>=740,1
37854,64,Male,Investment,100,NJ,MW,4149,2782,11032,>=620 & <670,0
37855,67,Female,Investment,37,NE,LW,3217,4053,7143,>=620 & <670,5
37856,71,Female,Checking,70,NJ,LW,100,101,98,>=670 & <740,4
37857,32,Male,Investment,96,WS,HW,3097,2730,13122,>=620 & <670,4
37858,34,Male,Checking,82,LS,LW,53119,36532,192531,>=740,2
37859,56,Male,Investment,26,FL,MW,43946,52038,115654,>=670 & <740,5
37860,67,Female,Checking,45,KT,HW,100,144,68,>=740,3
37861,20,Male,Investment,78,LS,HW,17245,19116,-1871,>=670 & <740,4
37862,46,Female,Checking,75,NJ,LW,1054,845,-218,>=620 & <670,1
37863,28,Male,Saving,67,CA,MW,51538,37020,95092,>=670 & <740,4
37864,25,Male,Investment,44,FL,HW,18758,17836,922,>=740,2
37865,46,Male,Investment,98,NJ,HW,100,108,-32,>=670 & <740,2
37866,59,Female,Saving,86,MN,MW,34254,39683,-124478,>=740,5
37867,23,Male,Saving,53,LS,MW,45162,46446,86472,>=670 & <740,1
37868,42,Male,Saving,3,MN,MW,6157,5012,-8879,>=670 & <740,0
37869,23,Male,Investment,23,WS,MW,23377,30569,32370,>=740,3
37870,65,Female,Saving,69,NJ,MW,7440,6746,-19544,>=620 & <670,2
37871,57,Male,Checking,31,LS,HW,61101,62570,116326,>=670 & <740,3
37872,20,Male,Saving,35,CA,MW,19216,24885,15756,>=740,1
37873,55,Female,Checking,84,CA,HW,11954,9138,-690,>=740,1
37874,36,Male,Checking,42,MS,MW,28716,20494,-53260,>=620 & <670,4
37875,67,Male,Checking,6,FL,HW,24811,23865,-21973,>=740,2
37876,72,Male,Saving,3,LS,HW,47212,61907,32517,>=670 & <740,5
37877,52,Female,Investment,78,TX,HW,60401,73715,141261,>=670 & <740,1
37878,73,Female,Checking,55,LS,HW,60590,68881,-154344,>=740,3
37879,20,Male,Saving,22,CA,HW,20452,20626,60834,>=620 & <670,5
37880,74,Male,Investment,89,KT,MW,37627,41579,-11856,>=620 & <670,1
37881,74,Female,Checking,89,LS,MW,67212,83789,-200732,>=740,3
37882,22,Female,Checking,29,WS,LW,68174,53458,44148,>=740,4
37883,55,Male,Investment,15,MS,HW,8102,5046,-1990,>=740,4
37884,53,Female,Saving,87,MN,HW,44806,64362,50500,>=670 & <740,1
37885,71,Male,Checking,9,MN,HW,40580,49135,-34220,>=740,3
37886,19,Male,Investment,34,MS,MW,53159,59020,200914,>=670 & <740,5
37887,54,Female,Investment,88,WS,LW,61090,70175,42920,>=620 & <670,3
37888,52,Female,Saving,91,LS,MW,3975,5043,3678,>=740,4
37889,27,Female,Checking,74,WS,MW,12733,12820,-348,>=740,5
37890,41,Female,Investment,7,LS,LW,52690,67341,-5914,>=740,2
37891,52,Female,Saving,71,FL,LW,33700,22095,-54680,>=740,2
37892,32,Male,Checking,14,FL,MW,100,127,-281,>=740,1
37893,27,Male,Investment,48,NJ,MW,100,69,-76,>=620 & <670,3
37894,63,Male,Investment,53,TX,LW,46564,58753,115314,>=740,4
37895,51,Female,Saving,64,MS,HW,50977,49593,157083,>=740,0
37896,46,Female,Saving,62,KT,LW,100,110,-240,>=740,3
37897,21,Female,Saving,72,CA,MW,57479,47314,192767,>=670 & <740,3
37898,37,Male,Investment,30,MN,MW,25071,23140,32795,>=740,2
37899,68,Female,Investment,47,MN,HW,4438,6648,15542,>=620 & <670,4
37900,72,Female,Saving,66,KT,HW,15992,20122,-44374,>=740,4
37901,42,Male,Investment,55,CA,LW,100,106,494,>=740,3
37902,75,Male,Saving,19,MS,HW,14602,9676,53658,>=670 & <740,3
37903,32,Female,Investment,20,MS,MW,100,109,391,>=740,1
37904,72,Female,Investment,42,MN,LW,28154,34945,990,>=740,2
37905,65,Female,Saving,20,NE,HW,44677,42629,140175,>=670 & <740,1
37906,31,Female,Saving,47,TX,LW,100,105,395,>=620 & <670,3
37907,45,Female,Checking,61,TX,MW,30425,30745,121380,>=740,5
37908,19,Female,Checking,2,CA,HW,9883,7191,2692,>=620 & <670,1
37909,26,Female,Investment,47,NE,MW,46720,45678,50888,>=740,1
37910,74,Female,Investment,66,LS,MW,100,105,-20,>=670 & <740,1
37911,31,Male,Checking,12,WS,MW,47797,38415,171537,>=740,3
37912,49,Female,Checking,81,LS,LW,100,74,-196,>=740,4
37913,49,Male,Investment,91,FL,LW,24751,35638,38615,>=740,0
37914,57,Male,Saving,85,TX,MW,12277,17088,-38987,>=670 & <740,0
37915,32,Female,Saving,82,KT,HW,20982,13767,56394,>=740,1
37916,65,Male,Saving,83,NE,HW,100,72,256,>=740,2
37917,67,Female,Saving,58,TX,MW,71503,54325,34356,>=670 & <740,5
37918,51,Male,Checking,24,NJ,HW,100,138,324,>=740,5
37919,31,Male,Checking,10,MS,LW,100,148,-92,>=740,5
37920,58,Male,Saving,25,CA,LW,74870,89980,-45330,>=670 & <740,1
37921,75,Male,Saving,32,NJ,LW,38067,49977,140358,>=740,2
37922,72,Female,Investment,57,NE,HW,100,128,-156,>=740,3
37923,61,Female,Investment,20,LS,LW,26780,20065,80420,>=740,4
37924,51,Female,Investment,81,WS,LW,24106,15169,35748,>=670 & <740,1
37925,73,Female,Saving,23,LS,HW,100,110,290,>=740,5
37926,57,Female,Saving,34,FL,LW,11043,13363,28489,>=740,3
37927,39,Male,Saving,2,MN,HW,29340,41812,134228,>=740,4
37928,54,Female,Saving,80,MS,LW,61660,89356,33964,>=670 & <740,3
37929,23,Female,Saving,3,KT,LW,25279,36716,4810,>=740,2
37930,73,Female,Investment,31,NJ,MW,27158,17686,65046,>=620 & <670,3
37931,49,Female,Investment,9,NE,LW,9620,12224,26256,>=740,0
37932,40,Female,Checking,100,MS,HW,57397,39976,34842,>=740,4
37933,44,Female,Saving,8,WS,MW,52558,36644,168772,>=620 & <670,2
37934,33,Female,Saving,89,CA,MW,49733,63904,-92246,>=670 & <740,1
37935,72,Male,Saving,55,MS,MW,32795,45318,20272,>=620 & <670,0
37936,25,Male,Checking,2,NE,LW,100,120,180,>=620 & <670,4
37937,65,Male,Checking,71,FL,LW,57166,36208,-51458,>=740,4
37938,53,Female,Investment,57,LS,LW,31433,35016,24267,>=620 & <670,0
37939,73,Male,Saving,45,TX,HW,22285,32519,-20468,>=670 & <740,5
37940,49,Male,Investment,50,CA,LW,41211,42430,-128509,>=670 & <740,4
37941,36,Female,Saving,59,NE,MW,35604,51370,110884,>=740,4
37942,24,Male,Checking,43,CA,MW,3270,4482,4116,>=670 & <740,5
37943,20,Female,Investment,14,FL,MW,21980,25779,-33377,>=670 & <740,0
37944,54,Male,Investment,54,KT,LW,100,109,82,>=740,0
37945,48,Male,Checking,50,WS,MW,32150,40700,6500,>=740,3
37946,41,Male,Checking,82,MS,HW,63253,55905,70601,>=670 & <740,3
37947,59,Female,Investment,19,NE,MW,100,111,56,>=670 & <740,4
37948,48,Male,Checking,7,NJ,HW,33215,38602,-43989,>=740,0
37949,49,Male,Checking,84,LS,HW,46711,33061,101311,>=740,0
37950,53,Male,Checking,59,WS,LW,50408,47028,10140,>=740,3
37951,49,Male,Checking,17,MS,LW,11345,12964,55106,>=740,4
37952,45,Male,Saving,75,NE,MW,2444,2330,-6876,>=740,3
37953,45,Male,Checking,56,NE,HW,15323,20166,31440,>=620 & <670,5
37954,48,Female,Investment,80,NE,MW,59771,37111,210182,>=670 & <740,0
37955,36,Male,Investment,69,CA,LW,100,106,288,>=620 & <670,1
37956,37,Male,Saving,63,MN,MW,100,108,192,>=620 & <670,0
37957,64,Female,Checking,41,CA,HW,18530,20061,33998,>=740,1
37958,29,Male,Checking,26,CA,HW,5608,7142,9682,>=670 & <740,1
37959,54,Female,Saving,28,NJ,HW,28958,32982,82850,>=740,0
37960,55,Male,Investment,63,KT,LW,65363,81640,310538,>=740,5
37961,34,Female,Checking,83,KT,LW,100,106,-24,>=740,0
37962,62,Male,Checking,66,TX,LW,26340,22750,-41910,>=740,2
37963,65,Female,Saving,40,TX,LW,29793,44265,-28944,>=670 & <740,3
37964,50,Female,Saving,27,KT,MW,21635,20472,68394,>=670 & <740,2
37965,64,Male,Investment,4,CA,LW,100,62,438,>=740,2
37966,30,Male,Investment,73,NE,MW,14054,11041,73283,>=670 & <740,4
37967,30,Male,Saving,38,WS,MW,14129,11010,26605,>=740,5
37968,40,Male,Checking,35,MS,LW,45837,35249,10588,>=740,1
37969,31,Female,Checking,41,MN,HW,40489,40196,-39317,>=740,0
37970,48,Female,Saving,53,NJ,HW,100,102,-108,>=670 & <740,1
37971,18,Male,Checking,50,LS,MW,20321,29782,62362,>=670 & <740,2
37972,65,Female,Checking,28,CA,HW,17493,19105,-39822,>=620 & <670,4
37973,41,Male,Investment,48,KT,LW,78867,109783,363419,>=740,0
37974,50,Female,Saving,37,NJ,HW,37307,48855,-158113,>=740,3
37975,66,Male,Saving,41,WS,HW,3064,3527,5665,>=620 & <670,5
37976,68,Male,Saving,25,TX,MW,10580,7302,-11326,>=670 & <740,3
37977,46,Female,Checking,88,FL,MW,20536,28574,94642,>=620 & <670,5
37978,46,Female,Investment,21,LS,HW,39059,29541,116190,>=670 & <740,1
37979,41,Male,Saving,84,NE,HW,42123,26416,-21418,>=620 & <670,2
37980,56,Male,Investment,4,WS,HW,35012,49702,-14690,>=620 & <670,3
37981,52,Female,Saving,19,FL,LW,24755,27936,71084,>=620 & <670,3
37982,65,Male,Saving,59,KT,LW,26599,39644,-13045,>=620 & <670,1
37983,58,Female,Checking,43,KT,HW,26775,28791,-4032,>=620 & <670,4
37984,47,Female,Checking,100,NJ,HW,100,123,-69,>=620 & <670,4
37985,68,Male,Checking,43,MN,MW,28467,23099,49939,>=670 & <740,1
37986,63,Female,Checking,10,TX,HW,15568,15307,-14524,>=740,0
37987,59,Male,Saving,89,KT,LW,100,101,499,>=620 & <670,4
37988,42,Male,Investment,2,WS,LW,90447,59448,211893,>=740,5
37989,58,Female,Checking,30,MN,HW,37782,40410,-5256,>=740,4
37990,29,Male,Investment,35,MN,LW,30327,38048,105866,>=620 & <670,2
37991,64,Female,Checking,8,CA,LW,20721,30969,450,>=740,3
37992,69,Female,Checking,22,FL,MW,48255,41395,27440,>=740,5
37993,40,Male,Investment,81,TX,MW,942,827,1999,>=620 & <670,2
37994,67,Male,Checking,68,CA,LW,22182,16400,116692,>=740,5
37995,23,Male,Checking,28,TX,MW,6195,3754,8636,>=670 & <740,0
37996,29,Female,Checking,58,MS,MW,48039,48106,-134,>=670 & <740,4
37997,62,Female,Saving,12,FL,LW,9331,8006,30643,>=620 & <670,3
37998,31,Male,Saving,78,NJ,LW,57533,56009,-166503,>=740,0
37999,30,Male,Investment,56,MN,MW,27518,28034,-57100,>=740,0
38000,75,Female,Saving,23,FL,LW,49362,53842,-58322,>=740,4
38001,30,Female,Saving,20,NJ,LW,39996,44708,110564,>=670 & <740,2
38002,74,Female,Saving,77,NJ,HW,56481,44667,204885,>=740,0
38003,49,Female,Investment,40,CA,HW,6620,6544,13316,>=620 & <670,0
38004,52,Female,Saving,70,LS,LW,52640,48321,109599,>=740,3
38005,49,Female,Saving,11,MS,MW,100,89,422,>=670 & <740,4
38006,18,Male,Saving,36,NE,MW,31078,29207,-25465,>=740,5
38007,44,Female,Checking,4,MN,HW,16351,22567,59188,>=740,1
38008,53,Female,Checking,64,NJ,HW,100,102,-2,>=740,0
38009,60,Female,Checking,27,NE,HW,7661,10933,13167,>=740,1
38010,43,Female,Investment,15,FL,LW,13983,12682,30568,>=670 & <740,5
38011,43,Female,Checking,39,KT,LW,25086,28567,121949,>=740,1
38012,69,Female,Checking,34,CA,LW,16878,16003,19503,>=740,0
38013,45,Male,Investment,75,NJ,HW,32000,23566,168434,>=740,1
38014,60,Male,Checking,57,NE,MW,9246,12833,-42086,>=670 & <740,5
38015,23,Female,Checking,37,LS,MW,18078,13848,80772,>=670 & <740,4
38016,55,Female,Checking,68,NJ,MW,22773,19442,13324,>=740,3
38017,70,Male,Checking,15,NJ,HW,34552,50206,-15654,>=740,5
38018,69,Female,Investment,67,KT,MW,51221,53996,-62321,>=670 & <740,1
38019,30,Male,Checking,3,LS,MW,51341,32460,159325,>=740,0
38020,36,Female,Checking,84,CA,LW,35937,24030,95688,>=670 & <740,5
38021,69,Female,Investment,34,LS,HW,40756,37993,43519,>=740,5
38022,20,Male,Saving,60,NJ,HW,37796,26753,48839,>=740,4
38023,57,Male,Saving,56,MN,LW,22133,33190,-110627,>=670 & <740,1
38024,21,Male,Investment,60,MN,MW,52514,47938,18304,>=620 & <670,0
38025,23,Female,Investment,94,TX,LW,7137,6941,588,>=740,2
38026,36,Male,Investment,28,MN,HW,100,133,367,>=740,5
38027,53,Male,Checking,85,CA,MW,3962,3156,9536,>=670 & <740,1
38028,58,Female,Saving,58,CA,LW,65078,70374,184642,>=620 & <670,4
38029,45,Female,Saving,28,CA,HW,22614,29045,-70952,>=670 & <740,4
38030,67,Male,Checking,18,FL,HW,36853,54867,1650,>=670 & <740,1
38031,41,Male,Checking,64,NE,MW,23151,26508,-10071,>=670 & <740,2
38032,53,Female,Saving,16,NE,MW,44041,44285,87350,>=620 & <670,0
38033,50,Female,Checking,30,CA,LW,31767,45508,-59249,>=740,0
38034,57,Female,Investment,99,KT,LW,28285,24241,60614,>=670 & <740,0
38035,47,Female,Checking,47,TX,HW,45344,42363,51306,>=740,4
38036,54,Female,Saving,81,MN,MW,18358,13777,22939,>=670 & <740,2
38037,50,Male,Saving,28,WS,MW,39301,50464,-83953,>=740,4
38038,56,Female,Checking,33,LS,LW,25631,32750,4274,>=670 & <740,1
38039,72,Male,Saving,40,MN,LW,27314,35478,-8164,>=740,0
38040,31,Female,Saving,73,CA,MW,9535,13675,-16560,>=620 & <670,0
38041,40,Female,Investment,62,MS,MW,24601,34482,-9881,>=620 & <670,0
38042,28,Male,Saving,87,MS,HW,16468,23379,26025,>=740,5
38043,73,Male,Investment,9,KT,HW,58248,52144,134808,>=740,5
38044,19,Male,Investment,52,FL,MW,100,76,224,>=740,0
38045,64,Male,Investment,5,NJ,HW,52231,57075,37699,>=620 & <670,2
38046,57,Female,Checking,31,TX,HW,100,103,94,>=670 & <740,1
38047,53,Male,Checking,42,WS,HW,43430,28154,160842,>=620 & <670,1
38048,58,Male,Investment,66,KT,HW,9056,5769,33742,>=740,4
38049,59,Female,Investment,38,CA,MW,44158,29840,28636,>=740,1
38050,35,Male,Saving,79,NE,HW,26966,38173,-22414,>=620 & <670,5
38051,67,Male,Investment,93,MN,HW,100,131,338,>=620 & <670,5
38052,35,Female,Investment,40,MS,LW,63965,57067,-43271,>=740,3
38053,38,Female,Checking,95,CA,MW,49416,59206,29836,>=740,3
38054,30,Male,Investment,35,NJ,MW,42579,32298,180597,>=740,0
38055,47,Female,Investment,84,CA,HW,13990,12040,1950,>=620 & <670,5
38056,53,Female,Investment,18,KT,HW,50277,60799,68988,>=620 & <670,1
38057,40,Female,Saving,72,FL,HW,100,117,-51,>=670 & <740,1
38058,30,Female,Saving,74,FL,LW,100,68,28,>=670 & <740,3
38059,44,Female,Saving,30,WS,LW,100,119,162,>=620 & <670,0
38060,51,Female,Checking,88,NE,HW,6950,8097,12753,>=670 & <740,5
38061,67,Male,Saving,54,MN,MW,11129,14852,37070,>=670 & <740,1
38062,59,Male,Checking,65,NJ,MW,19128,15193,84382,>=740,4
38063,74,Female,Checking,13,NJ,MW,20239,28704,-54099,>=620 & <670,5
38064,50,Female,Saving,44,TX,MW,13754,9781,21700,>=620 & <670,3
38065,48,Male,Saving,72,LS,HW,100,126,-204,>=740,3
38066,44,Female,Investment,40,NE,MW,34803,50039,-80511,>=620 & <670,3
38067,43,Male,Saving,97,MN,HW,23383,28618,41531,>=740,2
38068,44,Female,Checking,22,LS,HW,12591,14107,-29730,>=670 & <740,1
38069,66,Female,Saving,82,KT,MW,64950,84150,175650,>=670 & <740,4
38070,54,Female,Saving,63,MS,LW,23945,20738,54304,>=740,4
38071,70,Female,Saving,90,NE,MW,31463,45081,-117398,>=620 & <670,1
38072,69,Female,Checking,86,KT,MW,49896,61669,88019,>=740,4
38073,30,Male,Saving,89,CA,HW,100,84,332,>=670 & <740,4
38074,33,Male,Saving,38,NE,MW,29434,34491,-74039,>=620 & <670,2
38075,50,Female,Checking,26,NE,MW,49813,49729,168,>=670 & <740,0
38076,28,Female,Checking,65,NE,MW,27716,26202,140094,>=670 & <740,4
38077,56,Female,Investment,92,KT,MW,100,128,88,>=740,5
38078,70,Female,Saving,39,KT,LW,17938,25937,-15998,>=670 & <740,2
38079,48,Female,Investment,6,MN,HW,34724,29420,178924,>=670 & <740,1
38080,32,Male,Checking,61,TX,MW,100,81,38,>=740,4
38081,42,Female,Checking,34,FL,LW,100,90,140,>=740,3
38082,29,Male,Checking,98,FL,HW,79338,61713,229176,>=740,2
38083,51,Female,Checking,81,WS,LW,42114,42471,41400,>=670 & <740,0
38084,18,Male,Checking,70,MS,MW,67086,72868,122608,>=740,5
38085,21,Male,Saving,43,NE,HW,51657,61348,-142078,>=670 & <740,2
38086,27,Female,Investment,10,TX,MW,39849,42401,116995,>=620 & <670,0
38087,48,Female,Investment,3,NJ,MW,22273,23944,18931,>=740,2
38088,34,Male,Checking,77,MS,MW,39530,37720,-34100,>=670 & <740,2
38089,58,Male,Saving,86,MN,MW,66249,52487,121297,>=620 & <670,0
38090,29,Male,Saving,99,NE,MW,50638,63865,61595,>=740,2
38091,44,Female,Checking,42,NE,MW,34170,42592,482,>=740,1
38092,68,Female,Investment,7,CA,HW,25691,35001,-11549,>=670 & <740,3
38093,47,Female,Saving,43,NE,MW,42458,38899,138051,>=740,3
38094,28,Female,Saving,19,LS,HW,16698,19220,-24264,>=670 & <740,5
38095,70,Female,Investment,46,FL,HW,42461,39560,2901,>=740,4
38096,74,Female,Checking,47,TX,MW,12551,7704,55051,>=670 & <740,3
38097,72,Female,Investment,86,MN,MW,21151,15686,47767,>=620 & <670,0
38098,56,Male,Checking,56,LS,LW,4307,5267,11001,>=670 & <740,1
38099,41,Female,Checking,20,TX,HW,19005,25923,43179,>=740,4
38100,27,Male,Checking,58,FL,MW,12906,12134,26584,>=620 & <670,0
38101,53,Female,Investment,24,WS,HW,72297,81527,270728,>=670 & <740,3
38102,72,Male,Investment,82,TX,LW,7637,5937,26311,>=670 & <740,1
38103,41,Female,Investment,52,FL,LW,39620,52788,-39504,>=740,2
38104,58,Male,Saving,42,MS,HW,6327,7926,14184,>=670 & <740,3
38105,54,Male,Investment,41,FL,MW,31172,34603,58913,>=670 & <740,5
38106,60,Female,Saving,99,NJ,MW,37247,24669,37734,>=670 & <740,2
38107,58,Male,Saving,47,KT,HW,100,142,174,>=740,0
38108,53,Female,Saving,33,MN,HW,100,79,242,>=740,4
38109,73,Male,Checking,56,LS,MW,6133,7897,-7056,>=740,1
38110,57,Female,Saving,80,KT,LW,100,107,193,>=620 & <670,1
38111,42,Female,Checking,9,NJ,MW,32102,19713,49556,>=670 & <740,2
38112,26,Male,Checking,9,LS,LW,36064,54092,36072,>=740,3
38113,56,Female,Saving,15,MN,MW,3423,2982,-5082,>=740,5
